First Name,Last Name,SIN,Gender,Sector,Age ,Admission,Profession,Status,DOD,Donor?,Chaplin Service,Meal Pref,ROOM,DNR?,Attnd. Phys.
Babara,Eilhart,319-44-8277,Female,Sector 31,56,2018-03-11,Graphic Designer,DECEASED,2018-03-13,FALSE,Muslim,VEG,A35,FALSE,Smith
Emmi,Greguoli,413-43-1551,Female,Sector 31,9,2018-03-11,NA,ALIVE,NA,FALSE,Other,VEG,A32,TRUE,Pan
Jerrome,Wane,427-84-7404,Male,Sector 31,86,2018-03-11,VP Product Management,ALIVE,NA,FALSE,Jewish,CHCKN,A38,FALSE,Smith
Myles,Ranscombe,591-83-6950,Male,Sector 31,80,2018-03-12,Librarian,DECEASED,2018-03-14,FALSE,Other,NA,A33,FALSE,Sanders
Shalna,Small,559-14-2299,Female,Sector 6,73,2018-03-11,Electrical Engineer,ALIVE,NA,FALSE,Jewish,CHCKN,B15,FALSE,Smith
Guy,Cordle,162-29-7082,Male,Sector 6,95,2018-03-11,Staff Scientist,DECEASED,2018-03-12,FALSE,Jewish,VEG,A27,FALSE,Sanders
Clayson,Constant,616-26-6149,Male,Sector 6,52,2018-03-11,Internal Auditor,DECEASED,2018-03-11,FALSE,Jewish,NA,C34,FALSE,Smith
Elke,Toffanelli,633-65-1367,Female,Sector 6,73,2018-03-11,Legal Assistant,ALIVE,NA,FALSE,Catholic,VEG,B27,FALSE,Ouyuki
Langston,Dowley,674-83-2902,Male,Sector 6,52,2018-03-11,Marketing Assistant,DECEASED,2018-03-13,FALSE,Other,VEG,B29,FALSE,White
Ingaberg,Bussens,409-25-8779,Female,Sector 6,36,2018-03-11,Editor,DECEASED,2018-03-14,FALSE,Protestant,VEG,C29,FALSE,Sanders
Alwin,Redsull,604-75-2561,Male,Sector 6,4,2018-03-11,NA,ALIVE,NA,FALSE,NA,NA,B4,FALSE,White
Lynnette,Langhor,408-51-6743,Female,Sector 6,1,2018-03-11,NA,DECEASED,2018-03-11,FALSE,Other,NA,B47,TRUE,Pan
Jaquenette,Chiles,440-84-2879,Female,Sector 6,18,2018-03-11,NA,DECEASED,2018-03-11,FALSE,Protestant,CHCKN,C30,FALSE,Smith
Sal,O'Rafferty,312-97-2559,Male,Sector 6,61,2018-03-11,Quality Engineer,ALIVE,NA,FALSE,Catholic,NA,D26,FALSE,Ouyuki
Rad,Rudeforth,801-41-0553,Male,Sector 6,56,2018-03-11,Executive Secretary,ALIVE,NA,FALSE,Other,VEG,B14,FALSE,Smith
Brooks,Lindsay,388-15-1050,Male,Sector 6,35,2018-03-11,Senior Financial Analyst,DECEASED,2018-03-13,FALSE,Jewish,CHCKN,A4,FALSE,Pan
Candace,Balsdone,438-73-5604,Female,Sector 6,75,2018-03-12,Paralegal,ALIVE,NA,FALSE,Catholic,VEG,D11,FALSE,Smith
Kent,Caskie,721-11-6951,Male,Sector 6,22,2018-03-12,Associate Professor,DECEASED,2018-03-12,FALSE,Catholic,VEG,C20,FALSE,Lee
Lindsay,Kilgrove,386-28-0418,Female,Sector 6,10,2018-03-12,NA,ALIVE,NA,TRUE,Catholic,VEG,B27,TRUE,Sanders
Shawnee,Bendig,425-44-5200,Female,Sector 6,66,2018-03-12,Assistant Media Planner,ALIVE,NA,FALSE,Catholic,VEG,B26,FALSE,Sanders
Vinson,Hundy,847-05-3328,Male,Sector 6,85,2018-03-12,Information Systems Manager,ALIVE,NA,FALSE,NA,NA,B1,FALSE,Ouyuki
Felix,Musprat,746-65-5493,Male,Sector 6,49,2018-03-12,Recruiter,ALIVE,NA,FALSE,Protestant,VEG,C20,FALSE,Ouyuki
Amandy,Arrigo,753-18-0351,Female,Sector 6,32,2018-03-12,Professor,ALIVE,NA,FALSE,Catholic,NA,C31,FALSE,Lee
Duffy,Wrintmore,850-96-9782,Male,Sector 6,55,2018-03-12,Data Coordiator,ALIVE,NA,FALSE,Muslim,CHCKN,B6,FALSE,Smith
Anastasia,Roderigo,261-27-2293,Female,Sector 6,87,2018-03-12,Budget/Accounting Analyst IV,ALIVE,NA,FALSE,NA,CHCKN,B50,FALSE,Smith
Holt,Akram,707-19-8865,Male,Sector 6,0,2018-03-12,NA,DECEASED,2018-03-12,TRUE,Protestant,VEG,B43,TRUE,Sanders
Lamond,Hastilow,768-91-2050,Male,Sector 6,45,2018-03-12,Design Engineer,ALIVE,NA,FALSE,Muslim,VEG,A48,FALSE,Lee
Pincus,Adacot,597-82-7548,Male,Sector 6,3,2018-03-13,NA,ALIVE,NA,TRUE,NA,VEG,C3,TRUE,Ouyuki
Rivkah,Manz,848-06-4736,Female,Sector 6,36,2018-03-13,Speech Pathologist,DECEASED,2018-03-14,FALSE,Muslim,NA,C42,FALSE,Ouyuki
Alvis,Dello,350-54-3626,Male,Sector 6,70,2018-03-13,Professor,DECEASED,2018-03-14,FALSE,Other,NA,D20,FALSE,Smith
Juliana,McKinley,170-39-7368,Female,Sector 6,64,2018-03-13,Office Assistant II,ALIVE,NA,FALSE,NA,NA,D30,FALSE,Lee
Mike,Wallbridge,812-24-3992,Male,Sector 6,73,2018-03-13,Administrative Officer,ALIVE,NA,FALSE,Other,VEG,B37,FALSE,Ouyuki
Minetta,Rowntree,569-11-0165,Female,Sector 6,69,2018-03-13,Sales Associate,DECEASED,2018-03-13,FALSE,NA,NA,B43,FALSE,White
Osmund,Ollenbuttel,175-57-2742,Male,Sector 6,33,2018-03-13,Design Engineer,DECEASED,2018-03-14,FALSE,Catholic,CHCKN,A47,FALSE,Lee
Erminia,Kusick,634-80-4059,Female,Sector 6,93,2018-03-13,Help Desk Technician,ALIVE,NA,FALSE,Muslim,CHCKN,A12,FALSE,Ouyuki
Sholom,Wellings,482-74-0873,Male,Sector 6,2,2018-03-13,NA,DECEASED,2018-03-16,FALSE,Protestant,NA,A2,TRUE,Lee
Kim,Cordes,308-26-4587,Male,Sector 6,80,2018-03-13,Budget/Accounting Analyst III,DECEASED,2018-03-14,FALSE,Protestant,NA,D1,FALSE,Smith
Elysee,Garard,142-11-2875,Female,Sector 6,54,2018-03-13,Editor,DECEASED,2018-03-16,FALSE,Jewish,NA,A12,FALSE,Ouyuki
Bartolomeo,Brisley,492-26-0711,Male,Sector 6,42,2018-03-13,Senior Sales Associate,ALIVE,NA,FALSE,Catholic,VEG,C39,FALSE,Smith
Roderich,Della Scala,161-21-1695,Male,Sector 6,18,2018-03-13,NA,DECEASED,2018-03-16,TRUE,Other,VEG,D22,TRUE,Smith
Amil,Nickell,883-34-8691,Female,Sector 6,3,2018-03-13,NA,DECEASED,2018-03-15,TRUE,Other,NA,D17,TRUE,Lee
Kele,Le Grys,698-43-9322,Male,Sector 6,53,2018-03-13,Environmental Tech,DECEASED,2018-03-14,FALSE,NA,CHCKN,B49,FALSE,Smith
Thorvald,Jellis,105-79-0443,Male,Sector 6,64,2018-03-13,VP Product Management,ALIVE,NA,FALSE,Jewish,VEG,A34,FALSE,Ouyuki
Kellyann,Brashier,726-69-3496,Female,Sector 6,18,2018-03-13,NA,DECEASED,2018-03-16,TRUE,Muslim,NA,A39,FALSE,Pan
Eleonore,Sulter,372-94-6885,Female,Sector 6,9,2018-03-13,NA,ALIVE,NA,FALSE,Other,CHCKN,B29,TRUE,Smith
Reiko,Godding,307-95-1868,Female,Sector 6,94,2018-03-13,Computer Systems Analyst IV,ALIVE,NA,FALSE,Other,VEG,C38,FALSE,White
Alexandra,Crole,565-29-7695,Female,Sector 7,73,2018-03-08,Software Test Engineer IV,ALIVE,NA,FALSE,Catholic,NA,B16,FALSE,Lee
Ajay,Leathlay,307-76-3357,Female,Sector 7,5,2018-03-09,NA,DECEASED,2018-03-10,TRUE,NA,NA,B40,FALSE,Pan
Myra,Trenoweth,134-89-3921,Female,Sector 7,16,2018-03-09,NA,ALIVE,NA,TRUE,Other,NA,D35,TRUE,Pan
Kristoffer,Oughtright,126-99-7879,Male,Sector 7,58,2018-03-09,Senior Financial Analyst,ALIVE,NA,FALSE,Other,CHCKN,C33,FALSE,Ouyuki
Egbert,Mariner,513-09-5114,Male,Sector 7,61,2018-03-09,Assistant Manager,DECEASED,2018-03-11,FALSE,Protestant,NA,A31,FALSE,Pan
Albie,Penwright,669-46-5401,Male,Sector 7,20,2018-03-09,VP Quality Control,ALIVE,NA,FALSE,Catholic,CHCKN,D37,FALSE,White
Larine,Brotherick,377-17-2039,Female,Sector 7,43,2018-03-09,Account Executive,DECEASED,2018-03-09,FALSE,NA,VEG,A28,FALSE,Smith
Connor,Badgers,427-96-3715,Male,Sector 7,77,2018-03-09,Account Executive,DECEASED,2018-03-09,FALSE,Muslim,CHCKN,A26,FALSE,Lee
Goddard,Keetch,482-82-2431,Male,Sector 7,18,2018-03-09,NA,DECEASED,2018-03-12,FALSE,Jewish,VEG,D13,TRUE,Sanders
Leeanne,Osgordby,106-70-1284,Female,Sector 7,51,2018-03-09,Software Consultant,ALIVE,NA,FALSE,NA,VEG,C27,FALSE,White
Thedrick,Glendenning,303-37-3099,Male,Sector 7,45,2018-03-10,GIS Technical Architect,DECEASED,2018-03-11,FALSE,Catholic,NA,D24,FALSE,Pan
Jayson,Mc Faul,765-61-1081,Male,Sector 7,84,2018-03-10,Assistant Professor,ALIVE,NA,FALSE,Jewish,CHCKN,B4,FALSE,Pan
Carol-jean,Edlin,518-11-2623,Female,Sector 7,16,2018-03-10,NA,ALIVE,NA,FALSE,NA,VEG,C16,FALSE,Ouyuki
Dorthy,MacConneely,108-05-8489,Female,Sector 7,16,2018-03-10,NA,DECEASED,2018-03-13,TRUE,Muslim,NA,A10,FALSE,Smith
Mae,Keepence,651-57-1434,Female,Sector 7,70,2018-03-10,Physical Therapy Assistant,ALIVE,NA,FALSE,Jewish,VEG,D23,FALSE,White
Pearl,Milvarnie,629-85-7454,Female,Sector 7,52,2018-03-10,Actuary,ALIVE,NA,FALSE,Muslim,NA,C33,FALSE,Ouyuki
Bree,Shord,241-87-7381,Female,Sector 7,23,2018-03-10,Developer III,DECEASED,2018-03-12,FALSE,NA,NA,A26,FALSE,Lee
Karyn,Ablett,409-97-8541,Female,Sector 7,90,2018-03-10,VP Sales,DECEASED,2018-03-11,FALSE,Other,VEG,B37,FALSE,Pan
Rachele,Swyn,737-95-4741,Female,Sector 7,79,2018-03-10,VP Marketing,ALIVE,NA,FALSE,Protestant,VEG,A48,FALSE,Lee
Mommy,Aymer,625-27-9722,Female,Sector 7,54,2018-03-10,Senior Quality Engineer,DECEASED,2018-03-10,FALSE,Other,CHCKN,B14,FALSE,Lee
Corny,Emons,679-17-0608,Male,Sector 7,70,2018-03-10,Food Chemist,DECEASED,2018-03-11,FALSE,Muslim,NA,C9,FALSE,Sanders
Demetria,Harrie,671-58-4630,Female,Sector 7,40,2018-03-10,Legal Assistant,DECEASED,2018-03-13,FALSE,NA,VEG,D9,FALSE,Ouyuki
Zollie,Dellenbach,219-92-0526,Male,Sector 7,20,2018-03-10,Accountant IV,ALIVE,NA,FALSE,Protestant,CHCKN,B13,FALSE,Pan
Gherardo,Webley,747-65-9103,Male,Sector 7,56,2018-03-10,Staff Accountant II,DECEASED,2018-03-13,FALSE,Muslim,NA,B26,FALSE,Pan
Sollie,Lyddyard,516-46-7724,Male,Sector 7,17,2018-03-10,NA,DECEASED,2018-03-11,FALSE,Other,CHCKN,A25,TRUE,Sanders
Rois,Dorian,292-47-4231,Female,Sector 7,21,2018-03-10,Registered Nurse,ALIVE,NA,FALSE,Catholic,VEG,C33,FALSE,Ouyuki
Jammal,Marking,675-81-4849,Male,Sector 7,45,2018-03-10,Recruiting Manager,ALIVE,NA,FALSE,Catholic,NA,A34,FALSE,Lee
Kerianne,Gahagan,573-57-3248,Female,Sector 7,79,2018-03-10,Sales Associate,DECEASED,2018-03-11,FALSE,Catholic,CHCKN,D2,FALSE,Ouyuki
Rowland,Assante,265-56-9906,Male,Sector 7,39,2018-03-10,VP Product Management,DECEASED,2018-03-10,FALSE,Jewish,VEG,C44,FALSE,White
Jillane,Kencott,175-37-9160,Female,Sector 7,30,2018-03-10,Assistant Media Planner,ALIVE,NA,FALSE,NA,CHCKN,D12,FALSE,White
Kameko,Redmille,183-89-5859,Female,Sector 7,6,2018-03-11,NA,ALIVE,NA,FALSE,Jewish,VEG,C28,FALSE,Sanders
Shaine,McOrkil,595-94-9363,Female,Sector 7,26,2018-03-11,Payment Adjustment Coordinator,ALIVE,NA,FALSE,Other,CHCKN,D15,FALSE,Sanders
Izabel,Bridal,753-54-5055,Female,Sector 7,38,2018-03-11,Recruiting Manager,ALIVE,NA,FALSE,Jewish,CHCKN,C15,FALSE,Ouyuki
Tynan,Pealing,381-28-2679,Male,Sector 7,0,2018-03-11,NA,DECEASED,2018-03-11,TRUE,NA,VEG,B20,TRUE,Sanders
Rowney,Springham,315-36-8322,Male,Sector 8,37,2018-03-08,Staff Accountant I,DECEASED,2018-03-09,FALSE,Catholic,CHCKN,B40,FALSE,Smith
Elysha,Hirtz,560-18-3632,Female,Sector 8,6,2018-03-08,NA,DECEASED,2018-03-08,FALSE,Protestant,CHCKN,D13,TRUE,Lee
Salmon,Chesshyre,754-48-5929,Male,Sector 8,48,2018-03-08,Programmer Analyst IV,ALIVE,NA,FALSE,NA,NA,A44,FALSE,Ouyuki
Portie,Lescop,234-82-5471,Male,Sector 8,64,2018-03-09,Senior Developer,ALIVE,NA,FALSE,Catholic,VEG,C13,FALSE,Lee
Gussie,Awcock,789-73-3398,Female,Sector 8,94,2018-03-09,Assistant Manager,DECEASED,2018-03-12,FALSE,Other,NA,D41,FALSE,Ouyuki
Jarad,Hallas,802-89-4915,Male,Sector 8,78,2018-03-09,Statistician III,DECEASED,2018-03-09,FALSE,NA,VEG,C24,FALSE,Smith
Marlyn,Senett,895-02-5834,Female,Sector 8,83,2018-03-09,Occupational Therapist,ALIVE,NA,FALSE,Catholic,CHCKN,B49,FALSE,Lee
Goldi,Guage,317-45-1055,Female,Sector 8,33,2018-03-10,Staff Accountant III,DECEASED,2018-03-10,FALSE,NA,VEG,A19,FALSE,Pan
Jen,Floweth,136-33-1291,Female,Sector 8,22,2018-03-10,Paralegal,DECEASED,2018-03-10,FALSE,Catholic,CHCKN,D46,FALSE,White
Nicola,Strood,811-23-5927,Female,Sector 8,67,2018-03-10,Analog Circuit Design manager,DECEASED,2018-03-10,FALSE,Protestant,VEG,A34,FALSE,Smith
Marlow,Davidavidovics,334-84-6989,Male,Sector 8,7,2018-03-10,NA,ALIVE,NA,FALSE,Catholic,NA,D27,TRUE,Lee
Claire,Silbermann,753-30-3592,Female,Sector 8,66,2018-03-10,Administrative Officer,DECEASED,2018-03-10,FALSE,Other,CHCKN,B27,FALSE,Smith
Louie,Bostock,741-61-8988,Male,Sector 8,7,2018-03-10,NA,DECEASED,2018-03-10,TRUE,Protestant,VEG,B11,TRUE,White
Abigail,Kleinber,623-42-2555,Female,Sector 8,72,2018-03-10,Pharmacist,ALIVE,NA,FALSE,Protestant,CHCKN,D33,FALSE,Pan
Jae,Baudrey,549-56-0695,Male,Sector 8,12,2018-03-10,NA,ALIVE,NA,TRUE,Muslim,NA,A3,FALSE,Sanders
Chere,Coysh,708-09-0122,Female,Sector 8,28,2018-03-11,Software Consultant,DECEASED,2018-03-11,FALSE,NA,NA,C6,FALSE,Ouyuki
Eduard,Cawsey,848-10-5008,Male,Sector 8,68,2018-03-11,Food Chemist,DECEASED,2018-03-11,FALSE,Other,NA,B41,FALSE,Smith
Patrica,Currall,103-01-7463,Female,Sector 8,23,2018-03-11,Quality Control Specialist,DECEASED,2018-03-11,FALSE,Protestant,CHCKN,A44,FALSE,Sanders
Pietra,Skeldinge,163-82-4341,Female,Sector 8,39,2018-03-11,Programmer II,ALIVE,NA,FALSE,Muslim,CHCKN,A34,FALSE,White
Cathi,Paulisch,171-42-3614,Female,Sector 8,64,2018-03-11,Associate Professor,DECEASED,2018-03-11,FALSE,Other,NA,A50,FALSE,Sanders
Harriot,McNab,178-14-8068,Female,Sector 8,36,2018-03-11,Analyst Programmer,DECEASED,2018-03-11,FALSE,Muslim,NA,C43,FALSE,Pan
Fairlie,Corkhill,838-10-5794,Male,Sector 8,81,2018-03-11,Quality Engineer,ALIVE,NA,FALSE,Muslim,NA,B18,FALSE,Smith
Berkley,McJarrow,146-55-0689,Male,Sector 8,81,2018-03-11,Editor,ALIVE,NA,FALSE,Protestant,NA,C34,FALSE,White
Lowrance,Pagden,186-18-8336,Male,Sector 8,66,2018-03-11,Software Test Engineer I,DECEASED,2018-03-12,FALSE,Jewish,NA,A7,FALSE,Lee
Maurine,Bolzmann,150-53-1677,Female,Sector 8,9,2018-03-11,NA,DECEASED,2018-03-11,TRUE,Other,CHCKN,B5,FALSE,Lee
Roderick,McGeachey,101-52-6253,Male,Sector 8,14,2018-03-11,NA,DECEASED,2018-03-11,TRUE,Jewish,NA,C9,FALSE,Lee
Flori,Lightwing,443-89-1524,Female,Sector 8,19,2018-03-11,Budget/Accounting Analyst II,DECEASED,2018-03-12,FALSE,Jewish,VEG,B13,FALSE,Sanders
Abram,Tallman,116-17-5675,Male,Sector 8,3,2018-03-11,NA,DECEASED,2018-03-11,FALSE,NA,VEG,C46,FALSE,Lee
Vinnie,Leaman,563-26-4709,Female,Sector 8,26,2018-03-11,Statistician II,ALIVE,NA,FALSE,Catholic,NA,C26,FALSE,Lee
Gianina,Fadian,209-63-9560,Female,Sector 8,78,2018-03-11,Information Systems Manager,DECEASED,2018-03-11,FALSE,Protestant,NA,A35,FALSE,White
Pembroke,Chaise,554-93-3162,Male,Sector 8,1,2018-03-11,NA,DECEASED,2018-03-11,TRUE,Muslim,NA,A32,TRUE,Pan
Glennis,Thying,291-06-2523,Female,Sector 8,21,2018-03-11,Legal Assistant,DECEASED,2018-03-12,FALSE,Muslim,CHCKN,D48,FALSE,Lee
Jolene,Cristofano,270-43-6945,Female,Sector 8,48,2018-03-11,Research Nurse,ALIVE,NA,FALSE,Protestant,CHCKN,D36,FALSE,Pan
Thayne,Dederich,361-41-0378,Male,Sector 8,34,2018-03-11,Financial Analyst,ALIVE,NA,FALSE,Catholic,VEG,B19,FALSE,Lee
Maisie,Alder,854-42-3401,Female,Sector 8,11,2018-03-11,NA,ALIVE,NA,FALSE,NA,VEG,A39,TRUE,Ouyuki
Dyane,Craxford,874-83-3039,Female,Sector 8,29,2018-03-11,Marketing Manager,DECEASED,2018-03-11,FALSE,NA,VEG,B32,FALSE,Pan
Blanca,Whitecross,296-51-4142,Female,Sector 8,37,2018-03-11,Statistician IV,DECEASED,2018-03-11,FALSE,NA,VEG,C35,FALSE,Lee
Clarence,Dumphy,651-67-0854,Male,Sector 8,52,2018-03-11,Information Systems Manager,DECEASED,2018-03-12,FALSE,Other,VEG,C8,FALSE,Pan
Ring,Lalevee,240-16-4671,Male,Sector 8,5,2018-03-11,NA,ALIVE,NA,TRUE,Catholic,NA,D29,TRUE,Smith
Demetrius,Belliveau,386-35-1798,Male,Sector 8,89,2018-03-11,VP Product Management,DECEASED,2018-03-11,FALSE,Other,CHCKN,D8,FALSE,White
Man,Healey,508-84-1072,Male,Sector 8,51,2018-03-11,Senior Developer,ALIVE,NA,FALSE,Catholic,CHCKN,C41,FALSE,Lee
Jillene,Lofting,724-19-4462,Female,Sector 8,68,2018-03-11,Graphic Designer,ALIVE,NA,FALSE,Jewish,NA,B41,FALSE,Ouyuki
Guenna,Ramshay,264-69-4390,Female,Sector 8,48,2018-03-11,Accounting Assistant II,ALIVE,NA,FALSE,Catholic,CHCKN,B9,FALSE,Sanders
Kylie,Sturridge,116-04-9273,Female,Sector 8,53,2018-03-11,General Manager,DECEASED,2018-03-11,FALSE,Muslim,CHCKN,A17,FALSE,Smith
Livvy,Howsan,457-20-0507,Female,Sector 8,14,2018-03-11,NA,DECEASED,2018-03-11,FALSE,Jewish,VEG,D2,TRUE,Lee
Vikki,Holbury,711-84-3264,Female,Sector 8,75,2018-03-11,Chief Design Engineer,DECEASED,2018-03-11,FALSE,Other,NA,D34,FALSE,Pan
Laural,Easthope,268-18-3221,Female,Sector 8,14,2018-03-12,NA,ALIVE,NA,FALSE,Protestant,VEG,D44,TRUE,Lee
Reba,Halversen,322-94-6395,Female,Sector 8,64,2018-03-12,Civil Engineer,DECEASED,2018-03-14,FALSE,Muslim,VEG,A12,FALSE,Smith
Matthieu,Fairbairn,406-93-4081,Male,Sector 8,57,2018-03-12,Software Consultant,ALIVE,NA,FALSE,Catholic,VEG,A31,FALSE,Smith
